Gene	mGM	3C	4BS+V 	5BS+V	6BS+V	PM	3PM	4PM	5/6PM	1M	2M
Zm00001d000688	0	0.206306152	0.257605098	0.442444936	0.389614404	0.545172256	0.123717294	0.072407218	0.439560334	0.794646907	0
Zm00001d000689	0	0	0.766983411	0.160837223	0	0	0	0	0	0	0
Zm00001d000709	18.72945044	6.930242096	7.641113096	7.155878603	7.510500175	12.13973054	11.59772649	12.25718129	7.804890584	11.3505842	12.18576099
Zm00001d000730	18.50135122	10.02866722	7.483208538	7.768120225	7.079646139	12.12797681	4.883910269	9.147659913	4.410334812	6.310217147	7.018989251
Zm00001d000731	0	0	0	0	0	0	0	0	0	0.441932589	0
Zm00001d000739	0.225788658	1.553499254	0.28707605	0.184871777	1.154610565	1.91696085	0.655547306	0.905700302	1.185138316	0.960177786	0.327819509
Zm00001d000740	0.722948084	0.677133356	0.613671113	0.546111987	1.124745203	0	0	2.520573538	1.230087286	0.176921192	0.635477633
Zm00001d000778	0.480822461	1.03E-177	0	0	0	0	0	0	0.276820145	0	0
Zm00001d000789	0	3.768316497	1.22515115	1.340170183	1.675223723	3.443225679	1.1339544	0.404085811	1.084120089	0.664700834	1.146133824
Zm00001d000791	0.53841175	0.556937328	0.479900531	1.050362348	0.780859814	0.669270859	0.22654778	0.769096424	1.169569274	2.982178965	1.874722567
Zm00001d000799	0.729685092	0.157142636	1.067112349	0.831471843	1.174586062	0	0	0.358443896	0.172645546	0.214607392	0.800951873
Zm00001d000804	6.903761742	6.334987891	7.784799854	8.097351828	6.824081919	8.572258038	11.05539535	6.573222499	5.18908215	6.821333604	7.002699526
Zm00001d000826	1.100595126	0.431072818	0.29425575	0.710546114	0.467271709	0	0.478872964	0.503054218	0	0.606054448	0
Zm00001d000838	236.8778444	11.16041788	23.52946313	5.912665996	7.340768118	223.6181874	62.01398919	74.11593443	14.45294255	111.8142118	74.58974779
Zm00001d000840	0	0	0	0	0.120686411	0.389398444	13.5270782	0.586517724	3.204266384	0.32103281	0
Zm00001d000842	1.421268147	1.773258348	1.608183057	0.677988278	0.732105832	0.587448318	1.976889124	2.636519861	2.146140082	3.035273043	1.109349523
Zm00001d000843	1.41163747	3.921906793	3.705274618	3.643135755	4.272274322	2.277245088	2.369489821	1.499549056	2.049740099	1.823957795	3.157261685
Zm00001d000849	0.382980379	0.407423007	0.228717522	3.70E-05	0.344414231	0.298859133	4.04E-05	0.458232408	0.160325025	0.434864519	0.389747433
Zm00001d000852	5.198728988	2.892072413	4.41377145	2.997590529	3.033197525	7.06671474	4.521875349	4.570137079	2.654367635	4.657790738	5.036446701
Zm00001d000853	1.661068792	3.847047991	3.905834174	3.912237587	3.435506407	1.083923124	1.477267834	2.127572929	2.785671221	2.534907808	1.164473956
Zm00001d000854	0	0	0.114077286	0.741984407	0.449412695	0	0.621552467	0	0.364516088	0	0.248662023
Zm00001d000869	2.157888276	0.801214822	2.278624919	0.388083441	0.298263786	3.390184791	0.400572166	0.488836357	0.206574794	0.667097727	1.638264085
Zm00001d000888	0.306582993	0.693281893	1.059691958	0.943991508	0.760725334	0.562350977	1.300713304	0.346469192	0.434569384	0.379915013	0.309092837
Zm00001d000894	0	0	0.363300973	0.133324672	0	0	1.167968618	0	0	0	0
Zm00001d000895	6.860950173	1.80399959	2.662332757	3.683372013	2.435037217	5.321578222	2.329491481	5.757688254	3.221411831	5.267231335	4.401444136
Zm00001d000896	0	0	0	0	0	0	0	2.628101736	0	0	3.04664742
Zm00001d000899	5.762288408	4.606427008	7.199411032	8.230819009	3.518455904	4.177778982	3.341431019	3.968114559	6.620698386	4.464276708	13.28808568
Zm00001d000906	0	0	0	0.18102082	0	0	0	0	0.499301477	0	0.49988599
Zm00001d000907	0	1.347334632	0.692467646	0.294939462	0.469410722	0	0	0	0.492732287	0.255452119	0
Zm00001d000915	0	0	0	0.107667786	0	0	0	0.663599058	0	0	0
Zm00001d000919	1.309377013	0.40319243	0.26669654	0.247921412	0.041371568	0.833523679	2.220155179	0.690823449	0.152815958	0.967882531	0.76822553
Zm00001d000920	0.159379851	4.25E-07	0.129925033	0.244097908	0.294966682	0.435084117	2.994651618	0.253566129	0.66044027	0.043491005	0
Zm00001d000924	4.712467341	2.167092905	3.568527331	1.523648923	1.551583907	7.553816186	3.239129348	2.091400339	1.0712088	2.458018402	3.397966469
Zm00001d000929	8.237659733	8.549715651	3.785839515	3.636355819	2.615145293	3.147432916	3.493442331	6.707796257	9.347530869	4.806422566	4.715964451
Zm00001d000930	0	0	0	0	0	0	1.784936565	0.418918541	0.371409208	0	0
Zm00001d000942	3.951101133	4.262167531	7.162863106	7.50207856	7.184016071	4.486492979	7.390533558	7.224207656	8.990294775	9.339767194	8.326247126
Zm00001d000943	4.704517736	2.936948002	3.450501456	3.969185394	3.687488329	5.777198151	7.201616428	2.73047811	3.932633521	2.985639841	2.750807093
Zm00001d000947	2.145815629	0.219478039	0.976037438	0.021441711	0.030325918	2.141314203	0.233721262	0.605850551	0.223357981	1.243009285	0.792037911
Zm00001d000952	0	0	0.920698445	0	0.090215537	0	0	0	0	0	0
Zm00001d000962	0.38798524	0.216955878	0.477863913	1.091136445	0.522838826	1.017251358	1.345799283	0.603870251	0.266402828	0.099514747	0.508198595
Zm00001d000972	1.26655665	0.424909487	0.721002202	0.580643083	0.511099157	1.211363997	0.78450949	1.101194589	0.789708836	0.972344246	1.244989701
Zm00001d000978	19.37494381	12.25669734	11.03951487	11.00631171	10.51817278	20.27549502	12.40366737	10.40026429	8.649850292	11.09981928	12.03973749
Zm00001d000982	12.12126899	3.958253215	2.890082073	2.89417397	3.805228813	15.23214548	6.282555163	8.397796492	3.428820747	5.492252318	5.878037699
Zm00001d000992	0.755988735	1.06966375	1.007176616	1.314249878	0.971996086	0.346317328	0.17425436	0.33746489	0.244892663	0.277582029	0.506956007
Zm00001d001005	38.04077199	33.95738122	39.0976342	38.9070295	33.13710987	38.63974877	37.86661099	36.03477282	33.0575165	36.27534447	39.58588059
Zm00001d001006	4.82353712	5.597828289	6.661366775	4.830136296	5.951719374	5.093822972	4.426242605	4.409827925	5.661248632	4.884325015	4.318078749
Zm00001d001010	3.245912234	0.831150017	3.903138296	0.046124559	0.05215846	6.108669715	0.361645955	0.483190954	0.055695484	0.919777211	1.775434533
Zm00001d001016	0.01629903	0.010806463	0.012078144	0.022437358	0.021468366	0.027246933	0.73198154	0.056284216	0.296305137	0.044467519	0.031364904
Zm00001d001021	0	0	0	0	0.321280087	0	0	0	0.117688794	0	0
Zm00001d001031	60.59657072	23.82490421	97.54881368	3.967347298	3.033779352	126.8760607	10.08095536	20.86594978	24.33155387	24.23278655	49.49968094
Zm00001d001035	0.360982952	1.074771514	1.62692801	0.281158911	0.724138826	0.71808026	4.281083684	0	0	0	1.573437663
Zm00001d001063	3.100039952	0.556972993	0.951428567	0.598945669	0.739272644	2.692326885	0.705662327	0.853943789	0.496901243	0.714605909	0.922565009
Zm00001d001072	0	0.977347077	1.146009152	1.461259185	0.764353498	0.539422926	0	0.890978585	1.764757236	1.642158757	0.350121423
Zm00001d001074	0.000488013	6.40E-32	3.31E-78	2.00E-29	1.20E-84	2.59E-06	4.099456531	3.18E-17	5.11E-08	0.298824663	0.000200651
Zm00001d001075	3.892997429	0.000464484	0.293008121	1.975523329	0.315382297	4.199565377	22.06376278	1.416905275	5.423464571	3.628188044	13.93080334
Zm00001d001076	7.178362886	91.8407812	24.96350733	22.71079056	29.9315463	8.69580304	54.29535086	16.31947654	4.390432834	31.40192143	43.02020783
Zm00001d001078	1.81469789	4.429248046	6.422481669	5.550472618	4.783002791	2.151707101	1.283209026	2.048775195	2.987484289	1.810060854	2.641795841
Zm00001d001080	154.7791846	102.6240245	131.2736413	132.2112842	113.343498	151.9718594	116.3182422	155.3866671	140.4447886	154.7900337	163.4548322
Zm00001d001082	57.17816639	30.00011392	36.54604817	35.24440334	34.62589003	37.46479906	36.06999632	40.75149516	39.15544061	39.94420962	26.21613184
Zm00001d001083	22.35318254	27.05199662	23.4821395	22.17132696	19.79353689	20.1374958	20.42686438	19.43490121	17.08326529	20.34411326	23.18909566
Zm00001d001087	3.622703535	3.501554358	2.399875767	2.654191078	3.240487416	3.426172372	1.741191046	2.06884493	1.332987779	3.908914699	1.861751686
Zm00001d001088	2537.889166	625.9175138	426.6487237	540.4153189	497.1548671	2480.283694	1208.339125	533.883686	254.052489	562.374997	718.7069343
Zm00001d001127	7.897750059	3.002422721	5.62860355	2.450992054	1.752338109	14.23052181	2.418307166	4.935003531	2.549764052	3.523903332	6.003376127
Zm00001d001132	2.691897117	0.362148203	0.563942202	0	0	1.799742246	0.123367453	0.287956992	0.079067118	0.302550824	0.498111146
Zm00001d001133	0.101158816	0	0	0	0	0.149259007	1.553337902	0.029648015	0.027239423	0.036877499	0.281411409
Zm00001d001139	1893.272151	203.9156591	362.5513179	379.8971168	281.9538317	2740.147487	1086.291815	2536.285306	725.3503615	1937.677517	4366.501516
Zm00001d001140	6.36542753	11.30131921	11.88318787	12.92172212	9.943968754	8.531073118	6.359467511	7.715818141	8.419987944	6.326186998	10.6886566
Zm00001d001154	0.208598113	1.241903917	1.403885139	0.674142684	1.234190289	1.171199494	0.733273458	2.221067345	0.073825548	0.639758227	1.043031525
Zm00001d001163	0.126476853	0	0.378764008	0.643915799	0.235551834	0.290896223	0.446594087	0.899468458	0.620882286	2.271070963	1.634722316
Zm00001d001165	0.334794458	0.319399523	0.221323047	0.430928158	0.059774105	0.608827412	0.424458264	1.954013818	1.161153715	1.691351751	1.779469915
Zm00001d001166	4.544143622	4.03122417	4.284307299	3.658642064	2.433620585	6.781553906	3.260432668	2.66732336	2.939084547	2.258118518	2.448631725
Zm00001d001172	16.57844011	13.94461379	9.110308939	13.74180501	14.98299358	19.8059257	37.82200238	29.90432883	25.30403987	17.70466561	20.50971908
Zm00001d001174	0.991387379	0	0.650525183	0.721344625	1.226426884	0.444817596	1.051655273	0.764207881	0.222823848	0.56038767	0
Zm00001d001182	1.612295701	0.599449494	1.589473385	0.289225398	0.287835724	3.081590691	0.27295374	0.344042545	0.199316808	0.525952327	0.98496427
Zm00001d001192	1.522191894	1.975723953	1.492215185	1.294832446	1.259487364	1.717965727	1.28467015	1.807332584	1.115699142	1.585991598	3.272994481
Zm00001d001197	5.142763743	0.414296293	0.570924797	0	0.150816211	4.30200085	0.594674228	0.462325393	0.199660884	1.257076239	2.008510405
Zm00001d001206	1.011945365	1.756360043	2.655516678	2.515224262	2.122837921	2.992780368	4.539923895	1.10116559	1.490213266	1.094535544	1.243787764
Zm00001d001224	8.705808379	2.055381527	3.23524224	1.886635364	1.348091453	6.769896317	7.980938315	3.301319081	3.417293148	5.148274423	4.507101151
Zm00001d001230	1.161663644	1.688022028	1.332225103	0.24395616	1.148388466	4.343676928	2.224713149	4.235131877	1.492875653	1.532899644	3.494000722
Zm00001d001237	1.608476947	2.517104415	1.651165432	2.559295157	3.1607655	0.938848914	5.39179698	2.823279378	3.228472453	3.840462794	2.835645804
Zm00001d001251	0.606096907	0.352856342	0	1.804831977	0.545225055	0	2.037066324	1.93603259	0.443330873	0.328259034	0.975336384
Zm00001d001256	4.342868614	0.577973418	0.852488844	4.619781049	1.719813219	0	0	3.464415617	1.253523836	0	2.445785006
Zm00001d001276	43.6374012	12.40765538	8.466478743	6.772112894	7.294289925	49.12657538	21.68202776	17.68724304	15.00486976	16.1604101	16.27527148
Zm00001d001285	46.76110787	27.86215355	32.6100054	31.41467762	27.99466516	44.77118827	28.92936895	41.05083526	34.33323327	36.4053116	32.15580983
Zm00001d001304	3.927401337	9.102319528	10.03874801	5.860336398	10.25279481	8.830195234	4.053180689	7.93353331	5.669480966	6.635510438	4.299063001
Zm00001d001307	0.594361386	3.030748646	4.070315076	2.854339461	2.276953603	0.419617778	0.658640844	1.585366471	1.33827216	1.872789562	1.432301378
Zm00001d001308	0.764407627	0.278486127	0.750094188	0.027966506	0.045534823	1.503783561	0.157461265	0.251830753	0.119304514	0.37769227	0.537437176
Zm00001d001329	0	0.719061624	0	0	0	0	0	0	0	0	0
Zm00001d001332	1.907214657	0.948707336	1.610229128	2.228344952	0.793357336	2.863260753	2.181858816	2.04344658	3.707339509	3.052521866	2.494946533
Zm00001d001339	9.39E-21	0.451625466	1.66E-14	3.90E-16	0.957292604	3.24E-21	1.12E-11	0.514165218	0.466702568	0.280493651	1.016747874
Zm00001d001341	5.586329016	0	0.189827965	0	0	0.457693469	0	0.059969831	0	0.077820601	0.142108429
Zm00001d001348	0.22332678	0.832225628	1.095035876	0.156107237	0.512624087	0.645350129	0	0.118930381	0.053385197	0.152087054	0.240240649
Zm00001d001349	12.63187768	5.325046652	9.993480763	2.152767871	3.244327056	18.71014881	17.10256443	5.644577416	4.518031446	5.159766283	10.4974809
Zm00001d001355	0	0	0	0	0	0	0	0	0	0	0.786522388
Zm00001d001358	3.26726735	2.773787912	1.96836862	2.796815857	2.168452274	3.401112619	3.405680081	1.60712743	2.026696993	2.12170276	1.891847083
Zm00001d001368	2.133542922	0.868439276	1.431242392	0.204873614	0.15761856	4.558114283	0.369285806	0.634300694	0.182586121	0.633778904	2.096518442
Zm00001d001389	0.317561315	0.154771926	0.885329092	0.22582972	0.623796764	0.857675224	1.18002043	0.372667931	0.354856269	0.349392348	0.822493766
Zm00001d001393	0.137080689	0.776649092	0.779424454	0.49796658	1.227989397	0	0.148904555	1.171968779	1.080914159	2.979050518	0.739329044
Zm00001d001394	2.580512756	1.397083305	0.678043432	0.791363993	0.874716873	1.573870559	0.336795013	1.180732826	0.328832331	0.543552254	0.509922726
Zm00001d001399	0.741674827	0.3617516	0.876020525	0.732957312	0.571419635	1.812113826	3.167287643	1.61728563	1.820896113	0.990228836	1.82984037
Zm00001d001402	0	0.26775703	0.314089816	1.75769868	0.294127047	5.526817486	0	3.192552724	0.374872145	3.445627695	3.507459028
Zm00001d001404	0.997482337	0.24907526	0.368184626	0.56228589	0.074549654	5.34E-05	0.219315934	0.643568851	0.156746523	0.240516237	0.147938765
Zm00001d001406	0	0	0	0	0	0	3.124300806	0	0	0	0
Zm00001d001409	0	0.112439009	0.408027954	0	0.171694862	0	0	0	0	0.664881446	0
Zm00001d001415	0	1.904701392	0.828170382	1.147215536	1.825967957	0	2.280065712	2.679411121	2.032246568	2.837944253	5.758288762
Zm00001d001418	0.26983963	0.094265333	0	0	0	0	0	0	0	0	0.414902876
Zm00001d001427	3.289942823	0	0.142186812	0	0	0	0	1.393122711	0	0	0
Zm00001d001432	3.298822396	4.959699782	3.72832518	4.219893413	4.104426913	7.969017088	5.85911889	7.616763251	6.543421324	6.03113863	7.921519392
Zm00001d001437	1.689398433	0.631689657	1.173801802	0.176114706	0.13891123	3.676514358	0.310998583	0.476809299	0.133695006	0.403162693	0.62157402
Zm00001d001441	6.69727869	1.738946509	2.11501509	2.165852134	1.894991724	6.699703518	3.405270418	2.083670924	0.870110393	4.275808121	3.048896642
Zm00001d001443	0	0	0	0	0	3.52930087	0	0	0	0	0
Zm00001d001444	3.714931422	0.447152287	1.16E-56	0.643458795	0	2.389837787	3.486910054	0.585871735	0.541789766	3.451142589	2.70933812
Zm00001d001448	0.023571598	0.513582077	0.320105584	0.929527748	9.30E-06	0.004172231	0.998499344	5.232513161	1.62121224	1.076717646	2.949974146
Zm00001d001464	0.06718804	0.094825295	0.039706258	0.097667038	0.050514666	0.192649485	1.36E-72	0.1296495	0.122974355	1.01547993	5.55E-40
Zm00001d001469	93.70360764	52.14349415	43.95161193	48.38345831	44.12949023	90.9924893	70.59352535	55.69122146	33.99534768	43.06694519	41.37593991
Zm00001d001471	7.78682348	8.240806394	10.16572153	9.309797157	8.088233435	8.696325693	7.639362442	9.649557271	9.708944142	10.23833254	9.182359476
Zm00001d001472	1.643931615	4.948351599	4.828302286	4.842236122	3.732019277	1.531956811	1.220228637	2.860111416	2.102379095	2.316468062	2.491140968
Zm00001d001476	86.44758582	65.45136992	41.3459581	31.23773852	21.15237491	32.83748357	22.63200479	6.65878449	6.295655395	15.30844607	15.25732718
Zm00001d001479	1.415871236	1.691451729	3.42793878	2.246291903	2.446026386	0.63502254	0.996785007	1.646565824	1.960760113	1.88522889	1.46417018
Zm00001d001490	4.986629139	4.397525737	4.597394989	4.646366502	4.795901659	2.87441286	5.479289878	3.950256327	4.301882028	3.930521979	4.058959434
Zm00001d001491	0	0	0	0.241559308	0	0	0.670462898	0	0	0.209830382	0
Zm00001d001496	4.459632106	3.47989047	4.199287612	3.762795355	2.871940031	4.019756225	4.443260957	2.156762505	2.386057981	3.473352716	1.831761094
Zm00001d001497	1.875952759	0.62423767	0.893392211	0.761737125	0.87915564	1.939915239	1.208412864	1.349207959	1.077400076	1.423846429	1.28164055
Zm00001d001500	1.463608479	1.310908747	1.63555104	1.591403655	1.781638248	0.876086228	0.952398651	1.05730957	1.647734131	1.384521321	0.695144155
Zm00001d001504	6.589086942	5.39318382	7.021804781	3.498380783	5.590072021	9.530044359	7.010432945	2.929994195	5.354155425	2.151641879	5.690674607
Zm00001d001513	5.088017257	4.876362191	3.545586336	3.917512099	3.608897092	3.016066971	1.903517512	3.499963435	3.805211006	2.790487089	2.781611741
Zm00001d001516	41.34264398	24.19263556	15.99179755	18.51724614	18.66761143	65.69123107	46.11776351	36.74102013	36.27989367	32.16323978	33.26932472
Zm00001d001539	0	0	0	0	0	0	0	0	0	0	0
Zm00001d001540	0	0	0	0.571550362	0	0	1.628231612	0.389922312	0	0	0
Zm00001d001548	1.091432408	0	0	0	0	0	0	0.432869566	0	0	0.558277914
Zm00001d001551	1.375831094	1.322297807	2.161736649	1.471523838	1.266197294	1.618057955	1.060348734	0.971582769	0.746961733	0.654903591	1.130889817
Zm00001d001563	310.6676306	85.08171654	71.02028455	91.49219897	78.45111159	321.0579219	100.9118497	152.4149709	132.3732809	108.5781095	109.1132814
Zm00001d001570	4.98452582	1.354633708	3.079894371	0.459047075	0.50612481	7.949094943	0.959420005	0.956837292	0.37359417	1.545987121	1.811984764
Zm00001d001571	0.917228153	0.271791906	0.844878239	0.046282062	0.082867802	1.726208022	0.232066834	0.28797548	0.042779068	0.303573589	0.430931009
Zm00001d001577	19.09632974	25.16763187	23.17249589	20.89909836	25.82215369	18.40038954	30.40377613	29.36593638	37.45843815	42.050823	30.97618655
Zm00001d001580	0	0.302636614	0	0	0	0	0	0	0.715832997	0	0
Zm00001d001583	4.877845186	0	0	1.01E-60	0	0	0	0	0	0	0
Zm00001d001599	0	0.979580332	0	0.285590648	0.8195097	0	0	0.269422385	0.743784822	1.034862902	0.604730184
Zm00001d001600	0	0	1.01248558	0	0.915534828	3.482938843	0	3.675383398	1.396491068	0.611096326	0.391395986
Zm00001d001603	0	0	0	0.72256823	0	0	1.803636839	0.197235268	0.448926004	0	0.994232101
Zm00001d001609	1.085989454	0.100574584	0.314730404	0.628939657	1.102896289	0	0.831314022	0.163662759	0.789154584	0	3.004268786
Zm00001d001616	0.610686304	0	0.403407228	0.141127971	0	2.00325368	0	0.132240146	0.219083485	0.390716719	0.708103446
Zm00001d001633	0	0.284903087	0	0	0.262345755	0	0	1.569173916	0.674755746	0.362417673	0.198580938
